
[START] task=easy seed=1
[STEP] step=1 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=1 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.5}
[STEP] step=3 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.3333333333333333}
[STEP] step=4 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.25}
[STEP] step=5 actions=[3, 5] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.2}
[STEP] step=6 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.16666666666666666}
[STEP] step=7 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.14285714285714285}
[STEP] step=8 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.125}
[STEP] step=9 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.1111111111111111}
[STEP] step=10 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.1}
[STEP] step=11 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.09090909090909091}
[STEP] step=12 actions=[4, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.08333333333333333}
[STEP] step=13 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.07692307692307693}
[STEP] step=14 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.07142857142857142}
[STEP] step=15 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.06666666666666667}
[STEP] step=16 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 0.0625}
[STEP] step=17 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 0.058823529411764705}
[STEP] step=18 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 0.05555555555555555}
[STEP] step=19 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 19, 'collision_rate': 0.05263157894736842}
[STEP] step=20 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 20, 'collision_rate': 0.05}
[STEP] step=21 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 21, 'collision_rate': 0.047619047619047616}
[STEP] step=22 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 22, 'collision_rate': 0.045454545454545456}
[STEP] step=23 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 23, 'collision_rate': 0.043478260869565216}
[STEP] step=24 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 24, 'collision_rate': 0.041666666666666664}
[STEP] step=25 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 25, 'collision_rate': 0.04}
[STEP] step=26 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 26, 'collision_rate': 0.038461538461538464}
[STEP] step=27 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 27, 'collision_rate': 0.037037037037037035}
[STEP] step=28 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 28, 'collision_rate': 0.03571428571428571}
[STEP] step=29 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 29, 'collision_rate': 0.034482758620689655}
[STEP] step=30 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 30, 'collision_rate': 0.03333333333333333}
[STEP] step=31 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 31, 'collision_rate': 0.03225806451612903}
[STEP] step=32 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 32, 'collision_rate': 0.03125}
[STEP] step=33 actions=[5, 0] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 33, 'collision_rate': 0.030303030303030304}
[STEP] step=34 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 34, 'collision_rate': 0.029411764705882353}
[STEP] step=35 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 35, 'collision_rate': 0.02857142857142857}
[STEP] step=36 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 36, 'collision_rate': 0.027777777777777776}
[STEP] step=37 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 37, 'collision_rate': 0.02702702702702703}
[STEP] step=38 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 38, 'collision_rate': 0.02631578947368421}
[STEP] step=39 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 39, 'collision_rate': 0.02564102564102564}
[STEP] step=40 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 40, 'collision_rate': 0.025}
[STEP] step=41 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 41, 'collision_rate': 0.024390243902439025}
[STEP] step=42 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 42, 'collision_rate': 0.023809523809523808}
[STEP] step=43 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 43, 'collision_rate': 0.023255813953488372}
[STEP] step=44 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 44, 'collision_rate': 0.022727272727272728}
[STEP] step=45 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 45, 'collision_rate': 0.022222222222222223}
[STEP] step=46 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 46, 'collision_rate': 0.021739130434782608}
[STEP] step=47 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 47, 'collision_rate': 0.02127659574468085}
[STEP] step=48 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 48, 'collision_rate': 0.020833333333333332}
[STEP] step=49 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 49, 'collision_rate': 0.02040816326530612}
[STEP] step=50 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 50, 'collision_rate': 0.02}
[STEP] step=51 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 51, 'collision_rate': 0.0196078431372549}
[STEP] step=52 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 52, 'collision_rate': 0.019230769230769232}
[STEP] step=53 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 53, 'collision_rate': 0.018867924528301886}
[STEP] step=54 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 54, 'collision_rate': 0.018518518518518517}
[STEP] step=55 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 55, 'collision_rate': 0.01818181818181818}
[STEP] step=56 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 56, 'collision_rate': 0.017857142857142856}
[STEP] step=57 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 57, 'collision_rate': 0.017543859649122806}
[STEP] step=58 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 58, 'collision_rate': 0.017241379310344827}
[STEP] step=59 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 59, 'collision_rate': 0.01694915254237288}
[STEP] step=60 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 60, 'collision_rate': 0.016666666666666666}
[STEP] step=61 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 61, 'collision_rate': 0.01639344262295082}
[STEP] step=62 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 62, 'collision_rate': 0.016129032258064516}
[STEP] step=63 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 63, 'collision_rate': 0.015873015873015872}
[STEP] step=64 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 64, 'collision_rate': 0.015625}
[STEP] step=65 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 65, 'collision_rate': 0.015384615384615385}
[STEP] step=66 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 66, 'collision_rate': 0.015151515151515152}
[STEP] step=67 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 67, 'collision_rate': 0.014925373134328358}
[STEP] step=68 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 68, 'collision_rate': 0.014705882352941176}
[STEP] step=69 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 69, 'collision_rate': 0.014492753623188406}
[STEP] step=70 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 70, 'collision_rate': 0.014285714285714285}
[STEP] step=71 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 71, 'collision_rate': 0.014084507042253521}
[STEP] step=72 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 72, 'collision_rate': 0.013888888888888888}
[STEP] step=73 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 73, 'collision_rate': 0.0136986301369863}
[STEP] step=74 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 74, 'collision_rate': 0.013513513513513514}
[STEP] step=75 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 75, 'collision_rate': 0.013333333333333334}
[STEP] step=76 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 76, 'collision_rate': 0.013157894736842105}
[STEP] step=77 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 77, 'collision_rate': 0.012987012987012988}
[STEP] step=78 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 78, 'collision_rate': 0.01282051282051282}
[STEP] step=79 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 79, 'collision_rate': 0.012658227848101266}
[STEP] step=80 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 80, 'collision_rate': 0.0125}
[END] task=hard score=0.85

[START] task=hard seed=123
[STEP] step=1 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[4, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.0}
[STEP] step=5 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.0}
[STEP] step=6 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.0}
[STEP] step=7 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.0}
[STEP] step=8 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.0}
[STEP] step=9 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.0}
[STEP] step=10 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.0}
[STEP] step=11 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.0}
[STEP] step=12 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.0}
[STEP] step=13 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.0}
[STEP] step=14 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.0}
[STEP] step=15 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.0}
[STEP] step=16 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 0.0}
[STEP] step=17 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 0.0}
[STEP] step=18 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 0.0}
[STEP] step=19 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 19, 'collision_rate': 0.0}
[STEP] step=20 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 20, 'collision_rate': 0.0}
[STEP] step=21 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 21, 'collision_rate': 0.0}
[STEP] step=22 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 22, 'collision_rate': 0.0}
[STEP] step=23 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 23, 'collision_rate': 0.0}
[STEP] step=24 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 24, 'collision_rate': 0.0}
[STEP] step=25 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 25, 'collision_rate': 0.0}
[STEP] step=26 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 26, 'collision_rate': 0.0}
[STEP] step=27 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 27, 'collision_rate': 0.0}
[STEP] step=28 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 28, 'collision_rate': 0.0}
[STEP] step=29 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 29, 'collision_rate': 0.0}
[STEP] step=30 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 30, 'collision_rate': 0.0}
[STEP] step=31 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 31, 'collision_rate': 0.0}
[STEP] step=32 actions=[5, 3] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 32, 'collision_rate': 0.0}
[STEP] step=33 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 33, 'collision_rate': 0.0}
[STEP] step=34 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 34, 'collision_rate': 0.0}
[STEP] step=35 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 35, 'collision_rate': 0.0}
[STEP] step=36 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 36, 'collision_rate': 0.027777777777777776}
[STEP] step=37 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 37, 'collision_rate': 0.02702702702702703}
[STEP] step=38 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 38, 'collision_rate': 0.02631578947368421}
[STEP] step=39 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 39, 'collision_rate': 0.02564102564102564}
[STEP] step=40 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 40, 'collision_rate': 0.025}
[STEP] step=41 actions=[2, 6] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 41, 'collision_rate': 0.024390243902439025}
[STEP] step=42 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 42, 'collision_rate': 0.023809523809523808}
[STEP] step=43 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 43, 'collision_rate': 0.023255813953488372}
[STEP] step=44 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 44, 'collision_rate': 0.022727272727272728}
[STEP] step=45 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 45, 'collision_rate': 0.022222222222222223}
[STEP] step=46 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 46, 'collision_rate': 0.021739130434782608}
[STEP] step=47 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 47, 'collision_rate': 0.02127659574468085}
[STEP] step=48 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 48, 'collision_rate': 0.020833333333333332}
[STEP] step=49 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 49, 'collision_rate': 0.02040816326530612}
[STEP] step=50 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 50, 'collision_rate': 0.02}
[STEP] step=51 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 51, 'collision_rate': 0.0196078431372549}
[STEP] step=52 actions=[4, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 52, 'collision_rate': 0.019230769230769232}
[STEP] step=53 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 53, 'collision_rate': 0.018867924528301886}
[STEP] step=54 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 54, 'collision_rate': 0.018518518518518517}
[STEP] step=55 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 55, 'collision_rate': 0.01818181818181818}
[STEP] step=56 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 56, 'collision_rate': 0.017857142857142856}
[STEP] step=57 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 57, 'collision_rate': 0.017543859649122806}
[STEP] step=58 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 58, 'collision_rate': 0.017241379310344827}
[STEP] step=59 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 59, 'collision_rate': 0.01694915254237288}
[STEP] step=60 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 60, 'collision_rate': 0.016666666666666666}
[STEP] step=61 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 61, 'collision_rate': 0.03278688524590164}
[STEP] step=62 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 62, 'collision_rate': 0.04838709677419355}
[STEP] step=63 actions=[3, 6] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 63, 'collision_rate': 0.047619047619047616}
[STEP] step=64 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 64, 'collision_rate': 0.0625}
[STEP] step=65 actions=[5, 2] info={'deliveries': 1, 'total_deliveries': 2, 'step_count': 65, 'collision_rate': 0.07692307692307693}
[STEP] step=66 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 66, 'collision_rate': 0.09090909090909091}
[STEP] step=67 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 67, 'collision_rate': 0.1044776119402985}
[STEP] step=68 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 68, 'collision_rate': 0.11764705882352941}
[STEP] step=69 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 69, 'collision_rate': 0.13043478260869565}
[STEP] step=70 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 70, 'collision_rate': 0.14285714285714285}
[STEP] step=71 actions=[6, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 71, 'collision_rate': 0.15492957746478872}
[STEP] step=72 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 72, 'collision_rate': 0.1527777777777778}
[STEP] step=73 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 73, 'collision_rate': 0.1506849315068493}
[STEP] step=74 actions=[5, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 74, 'collision_rate': 0.16216216216216217}
[STEP] step=75 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 75, 'collision_rate': 0.17333333333333334}
[STEP] step=76 actions=[5, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 76, 'collision_rate': 0.18421052631578946}
[STEP] step=77 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 77, 'collision_rate': 0.19480519480519481}
[STEP] step=78 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 78, 'collision_rate': 0.20512820512820512}
[STEP] step=79 actions=[5, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 79, 'collision_rate': 0.21518987341772153}
[STEP] step=80 actions=[3, 6] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 80, 'collision_rate': 0.2125}
[END] task=hard score=0.80
